revenue,top,browser,platform,site
0.007257861,21.59936626,safari,mobile,3
0.006792165,23.2294425,safari,mobile,2
0.01270567,1.689194626,chrome,desktop,3
0.014309068,6.332901386,chrome,desktop,3
0.008595943,19.80572376,chrome,mobile,2
0.010393391,3.866009097,safari,desktop,1
0.008408715,25.43364048,safari,mobile,2
0.00866553,8.465700609,safari,desktop,2
0.004532372,9.675830891,safari,mobile,2
0.009057934,10.65704038,chrome,mobile,3
0.007030475,10.99588491,chrome,mobile,2
0.005426727,17.53574054,safari,mobile,1
0.010540256,4.054487551,safari,desktop,2
0.010829331,8.577469303,safari,desktop,3
0.014036097,1.776447957,chrome,desktop,3
0.010585935,17.82358527,chrome,mobile,3
0.007252022,17.04388798,safari,mobile,1
0.012213741,2.526663713,chrome,desktop,2
0.01131896,4.680678545,safari,desktop,3
0.007918231,9.130904272,chrome,mobile,2
0.00652006,22.70894065,safari,mobile,2
0.009498627,8.149667681,chrome,mobile,2
0.005617909,15.08220043,safari,mobile,3
0.010532518,9.979419833,safari,desktop,3
0.008998753,21.79633189,chrome,mobile,3
0.011149199,11.72624307,safari,desktop,2
0.007007967,27.57968089,safari,mobile,2
0.012788567,3.52869535,chrome,desktop,3
0.010151776,12.60383982,chrome,mobile,3
0.009258121,26.8244953,chrome,mobile,2
0.011338464,9.213496376,safari,desktop,2
0.011667012,4.825623982,chrome,desktop,1
0.012105076,2.651887801,chrome,desktop,4
0.008345227,10.18815471,chrome,mobile,2
0.009908576,18.29808213,chrome,mobile,1
0.013044602,5.239751469,chrome,desktop,1
0.008964316,14.86695701,chrome,mobile,2
0.005991978,14.13236263,safari,mobile,2
0.007301335,18.13726905,safari,mobile,3
0.013632532,5.544435049,chrome,desktop,3
0.009118928,6.001907035,safari,desktop,1
0.013348341,3.331681057,chrome,desktop,1
0.014395723,9.847172269,chrome,desktop,3
0.014318544,1.432579639,chrome,desktop,1
0.01158105,6.545534666,safari,desktop,1
0.008766387,12.00910051,chrome,mobile,1
0.010217763,7.963137343,safari,desktop,1
0.015708004,10.23192274,chrome,desktop,2
0.0115696,6.148708455,chrome,desktop,3
0.005818786,27.80305527,safari,mobile,2
0.011027033,12.45226208,safari,desktop,2
0.007597431,7.21238541,chrome,mobile,2
0.012810978,7.179092243,chrome,desktop,4
0.007415183,19.0364601,safari,mobile,4
0.006254613,20.50313853,safari,mobile,2
0.008852487,11.21954079,chrome,mobile,2
0.007488752,13.50387134,chrome,mobile,1
0.007500807,7.337438802,chrome,mobile,3
0.008266987,20.97796536,safari,mobile,1
0.007038009,12.70520945,safari,mobile,1
0.005426666,15.74951754,safari,mobile,2
0.006030317,21.04527312,safari,mobile,2
0.011473841,7.850937897,safari,desktop,2
0.007001413,26.19436131,safari,mobile,2
0.009133321,5.233571461,safari,desktop,3
0.010112149,5.027390195,safari,desktop,3
0.012747814,3.548191005,chrome,desktop,2
0.012175056,3.306493848,chrome,desktop,1
0.011024544,18.13600358,safari,desktop,2
0.013350284,6.082995248,chrome,desktop,3
0.013122983,7.02152023,chrome,desktop,2
0.009893431,11.53512125,safari,desktop,1
0.006546476,23.49128969,safari,mobile,4
0.01035458,7.977457295,chrome,mobile,1
0.010572557,1.470032867,chrome,desktop,1
0.00705598,32.10741098,safari,mobile,1
0.011147638,18.47468923,chrome,mobile,2
0.005384174,13.14411196,safari,mobile,2
0.01255015,1.257697425,chrome,desktop,2
0.00675721,4.272585133,chrome,mobile,1
0.007994972,25.42740036,safari,mobile,4
0.00630874,14.40307918,safari,mobile,3
0.012629628,2.320413344,chrome,desktop,1
0.005021943,10.97264367,safari,mobile,3
0.013817714,1.80798227,chrome,desktop,4
0.012764362,3.356749663,chrome,desktop,1
0.008070849,3.830261687,safari,desktop,2
0.008749862,24.23032488,chrome,mobile,2
0.013401358,3.49037304,chrome,desktop,2
0.008178711,22.50108465,safari,mobile,3
0.011603269,6.993697408,safari,desktop,4
0.006528094,17.14417654,safari,mobile,1
0.014046752,1.139774653,chrome,desktop,2
0.006390162,13.3360752,safari,mobile,1
0.011209541,15.32479697,safari,desktop,4
0.008404136,5.058675307,safari,desktop,3
0.01260137,14.90370978,safari,desktop,3
0.013897697,4.378965659,chrome,desktop,3
0.006434327,17.5360328,safari,mobile,4
0.006248856,18.70882119,safari,mobile,3
0.00925936,7.161993318,chrome,mobile,3
0.012239113,3.673875484,chrome,desktop,2
0.01032577,3.166563177,safari,desktop,3
0.011315168,8.34587916,chrome,desktop,3
0.006220348,23.77768885,safari,mobile,1
0.009338356,16.59652245,chrome,mobile,1
0.010298457,6.950971684,safari,desktop,2
0.009438383,12.91256617,chrome,mobile,3
0.008005079,9.900149082,chrome,mobile,3
0.012992215,7.173795675,chrome,desktop,4
0.008942327,7.285476617,chrome,mobile,3
0.009670863,16.97573855,chrome,mobile,3
0.013592501,0.505693462,chrome,desktop,3
0.00995639,5.066244519,safari,desktop,2
0.01180558,5.762448312,safari,desktop,1
0.007824937,7.529659385,chrome,mobile,3
0.011060188,5.504152198,chrome,desktop,2
0.009409304,17.48517013,chrome,mobile,1
0.006518716,20.63549623,safari,mobile,1
0.013408569,10.11692948,chrome,desktop,3
0.006172075,17.17486523,safari,mobile,2
0.009920235,6.291769419,safari,desktop,2
0.012225968,1.836488528,chrome,desktop,2
0.011034419,2.995379216,chrome,desktop,2
0.008496599,19.11293496,chrome,mobile,2
0.011797591,13.33217346,safari,desktop,3
0.013358619,9.577343349,chrome,desktop,4
0.013539328,3.670040437,chrome,desktop,2
0.008775924,9.79603981,chrome,mobile,2
0.013853268,3.22826161,chrome,desktop,2
0.004971532,15.05379666,safari,mobile,1
0.0088181,5.734084866,chrome,mobile,1
0.008350499,12.23279115,chrome,mobile,2
0.00644863,31.32914532,safari,mobile,1
0.010051957,7.765944481,chrome,mobile,3
0.010134989,14.16112157,chrome,mobile,3
0.012408789,1.351054398,chrome,desktop,3
0.010847392,13.18369414,safari,desktop,3
0.012247318,2.640851726,chrome,desktop,3
0.013380543,10.23950947,chrome,desktop,3
0.009250931,16.00267852,chrome,mobile,1
0.007400059,18.42027025,safari,mobile,3
0.008180134,4.177249139,safari,desktop,3
0.008748508,8.857439734,safari,desktop,3
0.011850433,1.597514659,chrome,desktop,3
0.004961483,14.90291811,safari,mobile,4
0.009947594,10.28397139,chrome,mobile,1
0.010837302,12.54690682,safari,desktop,1
0.011771137,2.499141148,chrome,desktop,4
0.014484966,1.404940672,chrome,desktop,2
0.010790641,8.065593358,safari,desktop,1
0.011174394,10.52421848,safari,desktop,3
0.006419632,12.83680747,safari,mobile,2
0.009957309,9.543458773,safari,desktop,2
0.01341723,7.57503187,chrome,desktop,3
0.011281376,20.58591736,safari,desktop,1
0.00462146,17.32551526,safari,mobile,4
0.01163421,8.390445702,safari,desktop,1
0.005452669,14.62031394,safari,mobile,2
0.008125196,7.184193505,chrome,mobile,1
0.006729134,18.51001999,safari,mobile,3
0.010608606,5.393325943,chrome,desktop,2
0.011902342,2.546521164,chrome,desktop,2
0.009120511,3.87859219,chrome,mobile,1
0.009445819,12.96145327,chrome,mobile,3
0.009524149,12.05510301,safari,desktop,2
0.009051919,7.505085121,chrome,mobile,3
0.014099824,0.858093287,chrome,desktop,2
0.008415327,13.03502909,chrome,mobile,3
0.014451371,3.745067734,chrome,desktop,4
0.005352412,28.68782756,safari,mobile,3
0.005647284,15.15561863,safari,mobile,3
0.006512064,11.65182602,chrome,mobile,3
0.013204795,3.951995442,chrome,desktop,4
0.009297657,16.74016955,chrome,mobile,4
0.009566588,5.277479256,safari,desktop,2
0.010505545,11.38041914,chrome,mobile,3
0.006348172,19.46134066,safari,mobile,2
0.00788129,25.39056876,safari,mobile,2
0.009574087,12.43941755,safari,desktop,3
0.009555244,5.69542317,chrome,mobile,3
0.010040913,10.22166203,chrome,mobile,1
0.00727468,23.40073396,safari,mobile,2
0.009906842,3.422164184,safari,desktop,3
0.008355582,7.687497362,chrome,mobile,2
0.013781969,4.470510303,chrome,desktop,1
0.012475949,14.88348818,safari,desktop,2
0.008447362,8.877625794,chrome,mobile,3
0.006641627,15.3018364,safari,mobile,2
0.012681082,3.677557844,chrome,desktop,1
0.011824933,10.9986451,safari,desktop,2
0.006533246,4.464855533,chrome,mobile,4
0.011979562,2.877394226,chrome,desktop,3
0.011895096,4.760286282,chrome,desktop,2
0.014048694,10.44414812,chrome,desktop,3
0.010783606,14.05774701,chrome,mobile,3
0.008023391,6.867954386,safari,desktop,3
0.010317094,9.30591401,safari,desktop,3
0.013358045,11.64608817,chrome,desktop,3
0.012808052,1.46465216,chrome,desktop,3
0.00669514,20.03730291,safari,mobile,4
0.008633761,12.44807286,safari,desktop,1
0.009957365,7.38302985,safari,desktop,3
0.008283724,31.44385052,safari,mobile,2
0.01272722,3.582330664,chrome,desktop,3
0.010532858,16.12650789,chrome,mobile,2
0.006281702,22.58729811,safari,mobile,4
0.006409514,14.881557,safari,mobile,2
0.008875189,12.0471967,chrome,mobile,3
0.012913807,3.271968197,chrome,desktop,1
0.007697334,27.50853284,safari,mobile,2
0.013153273,11.04560188,chrome,desktop,2
0.014097307,0.459493728,chrome,desktop,1
0.01247436,6.225652857,chrome,desktop,1
0.016480395,2.560334006,chrome,desktop,4
0.006387764,24.01575016,safari,mobile,2
0.008885168,17.6159632,chrome,mobile,1
0.007936008,6.459214141,safari,desktop,2
0.011704372,3.396639838,chrome,desktop,3
0.014849464,10.50308098,chrome,desktop,3
0.008456139,5.958070503,chrome,mobile,1
0.006410434,18.82439294,safari,mobile,3
0.005740828,14.43077655,safari,mobile,3
0.011729952,3.964651263,safari,desktop,2
0.005915096,13.19125244,chrome,mobile,3
0.014532935,4.211549753,chrome,desktop,1
0.010702899,11.8091726,safari,desktop,2
0.00983795,7.621044825,safari,desktop,2
0.013137436,7.843398995,chrome,desktop,1
0.007305586,10.5016277,chrome,mobile,2
0.011264736,9.954139111,safari,desktop,2
0.009082817,14.83316608,chrome,mobile,2
0.007552316,1.900788052,chrome,mobile,3
0.011921765,5.522530163,chrome,desktop,3
0.009694098,2.577829711,safari,desktop,3
0.008457721,5.154112236,safari,desktop,4
0.006442528,8.328421446,safari,mobile,1
0.009071593,36.85768282,safari,mobile,2
0.011765531,10.5602954,chrome,desktop,2
0.008649994,9.566082498,chrome,mobile,2
0.009826659,10.58529642,chrome,mobile,3
0.009259721,15.52929911,chrome,mobile,2
0.008598266,5.782508795,chrome,mobile,3
0.00794081,18.9136438,safari,mobile,3
0.012071465,3.064064517,safari,desktop,2
0.011733846,9.18839383,safari,desktop,2
0.012052908,5.171958848,chrome,desktop,3
0.014053298,3.855882612,chrome,desktop,1
0.011044545,10.79350021,safari,desktop,1
0.011895231,2.622338659,chrome,desktop,3
0.007603665,23.53452809,safari,mobile,2
0.010153752,4.505999717,safari,desktop,1
0.014019388,1.943245462,chrome,desktop,2
0.006419764,28.98683397,safari,mobile,3
0.008522321,6.338862226,safari,desktop,3
0.00928121,24.05223631,safari,mobile,4
0.007634473,26.57175059,safari,mobile,4
0.00633028,16.0207452,safari,mobile,2
0.010617035,2.796368256,chrome,desktop,2
0.011955326,10.19492067,safari,desktop,3
0.010354446,13.61787724,chrome,mobile,1
0.009001351,14.89373574,chrome,mobile,1
0.009001924,28.12901255,safari,mobile,2
0.008485928,22.83143765,safari,mobile,1
0.007674362,5.296168816,chrome,mobile,3
0.010833899,6.489942224,safari,desktop,2
0.010114886,2.221406512,safari,desktop,2
0.008545316,4.650106523,chrome,mobile,3
0.013146895,4.072995629,chrome,desktop,1
0.007752885,10.39369686,chrome,mobile,1
0.014099273,6.158061864,chrome,desktop,2
0.011063774,1.917672681,chrome,desktop,2
0.012252248,1.109548099,chrome,desktop,2
0.009570773,7.791008819,safari,desktop,2
0.005809736,14.48514712,safari,mobile,1
0.008466783,35.63996946,safari,mobile,3
0.013251535,2.856905662,chrome,desktop,2
0.009955905,7.5177168,safari,desktop,3
0.008103759,24.08467253,safari,mobile,3
0.013626809,7.703613884,chrome,desktop,4
0.011881672,11.84205843,safari,desktop,3
0.010709084,5.279085097,safari,desktop,3
0.010715464,6.027145101,safari,desktop,2
0.008567226,10.00856546,safari,desktop,3
0.009710924,4.114980089,safari,desktop,1
0.009248653,13.68289898,safari,desktop,4
0.005587468,9.160285822,safari,mobile,3
0.00488516,21.3995168,safari,mobile,4
0.010607379,8.226710176,safari,desktop,3
0.010405459,6.055449962,safari,desktop,4
0.011479098,15.34945968,safari,desktop,3
0.005310529,16.56758582,safari,mobile,1
0.008032315,31.19638039,safari,mobile,2
0.010481719,7.797149804,safari,desktop,3
0.007611032,10.00616154,chrome,mobile,1
0.009503616,11.11517145,chrome,mobile,2
0.007788634,10.7634613,chrome,mobile,3
0.006457229,9.958386112,chrome,mobile,3
0.007352083,25.58209667,safari,mobile,2
0.011365484,14.38873359,safari,desktop,4
0.009123701,7.840115426,chrome,mobile,2
0.004654191,14.18304989,safari,mobile,2
0.0064314,13.03610425,safari,mobile,2
0.011133363,9.481411856,safari,desktop,3
0.013314488,1.32755812,chrome,desktop,3
0.008016803,14.23549141,chrome,mobile,1
0.010964318,4.177312868,safari,desktop,2
0.01486977,5.677622563,chrome,desktop,3
0.005869375,20.79839895,safari,mobile,3
0.013623331,3.403209602,chrome,desktop,3
0.010833972,11.01397884,safari,desktop,3
0.006614766,19.96048398,safari,mobile,3
0.007708127,24.3251697,safari,mobile,2
0.009417519,26.23140701,safari,mobile,1
0.009950165,7.619893154,safari,desktop,2
0.010529909,7.386796254,safari,desktop,3
0.010524883,7.149978194,safari,desktop,1
0.005470871,15.12682779,safari,mobile,1
0.011342887,6.146831796,safari,desktop,1
0.009504301,3.729886428,safari,desktop,3
0.004251085,15.07349154,safari,mobile,2
0.008501016,28.05628671,safari,mobile,1
0.009540117,5.05799458,safari,desktop,2
0.012307924,2.725586427,chrome,desktop,2
0.013859758,2.982060588,chrome,desktop,1
0.009235722,12.02075816,chrome,mobile,1
0.010239683,6.44994458,safari,desktop,2
0.011030671,22.18370244,safari,desktop,2
0.01145711,17.66283651,chrome,mobile,4
0.006601419,18.83974041,safari,mobile,2
0.014168076,1.185451867,chrome,desktop,2
0.006054321,16.50923959,safari,mobile,3
0.007655036,6.909695455,chrome,mobile,2
0.006814798,18.55145419,safari,mobile,2
0.0086748,12.25688304,chrome,mobile,3
0.008912206,12.66975621,chrome,mobile,1
0.00728196,32.65884083,safari,mobile,2
0.013450213,10.74685353,chrome,desktop,3
0.008365613,10.02637419,chrome,mobile,2
0.007556148,5.216040091,chrome,mobile,3
0.006591147,11.25790852,safari,mobile,1
0.009232756,17.63919116,safari,desktop,2
0.013443317,4.522071287,chrome,desktop,4
0.014963049,2.507476386,chrome,desktop,1
0.00995088,4.887233048,safari,desktop,1
0.010043119,6.757296457,chrome,desktop,2
0.010760651,5.47996571,safari,desktop,3
0.007582185,23.37232611,safari,mobile,3
0.007231032,27.18869197,safari,mobile,2
0.007876399,6.38080528,safari,desktop,3
0.008321727,4.676066873,chrome,mobile,3
0.005764588,23.76344122,safari,mobile,2
0.010173002,9.642169039,chrome,mobile,3
0.007967454,18.73841434,safari,mobile,1
0.010653778,4.783041118,safari,desktop,3
0.011336615,4.739649533,chrome,desktop,3
0.008318013,4.842374138,safari,desktop,2
0.010250131,13.265623,chrome,mobile,3
0.006108972,19.04649831,safari,mobile,3
0.007857634,2.893796048,safari,desktop,2
0.006696057,18.1273314,safari,mobile,1
0.015169636,8.146002228,chrome,desktop,2
0.013273072,16.40974251,safari,desktop,2
0.009703738,22.20274259,chrome,mobile,3
0.008837991,13.2522981,chrome,mobile,2
0.007918458,12.39694512,chrome,mobile,3
0.012121434,7.0396043,chrome,desktop,3
0.008508568,13.16299248,chrome,mobile,3
0.012463626,3.135400771,chrome,desktop,3
0.011588641,1.173256665,chrome,desktop,3
0.012502366,1.476943846,chrome,desktop,3
0.009907863,10.2711769,safari,desktop,2
0.010777364,11.52550412,safari,desktop,1
0.012772686,0.724883366,chrome,desktop,2
0.008030569,22.04359489,safari,mobile,2
0.013778236,1.753292949,chrome,desktop,2
0.00923231,12.72054613,chrome,mobile,2
0.009020786,12.24159397,chrome,mobile,1
0.008070242,8.626722494,chrome,mobile,1
0.013839436,10.57859362,chrome,desktop,3
0.008975213,13.82143392,chrome,mobile,1
0.012458526,5.411696354,chrome,desktop,4
0.009116338,4.677514179,safari,desktop,3
0.007684387,3.283915582,safari,desktop,3
0.010232287,22.18643003,safari,desktop,2
0.006747035,11.17441013,safari,mobile,4
0.008801851,6.336102579,chrome,mobile,4
0.005910018,14.90798956,safari,mobile,3
0.012918916,7.477409718,chrome,desktop,2
0.013241501,6.568572028,chrome,desktop,3
0.007973115,11.71564701,chrome,mobile,3
0.013594199,3.010008669,chrome,desktop,2
0.011950824,9.991609426,safari,desktop,4
0.012928948,1.713600311,chrome,desktop,3
0.008997556,5.294735302,safari,desktop,3
0.010238885,12.26181392,chrome,mobile,2
0.011069546,6.228531655,safari,desktop,3
0.010229835,14.75708246,safari,desktop,3
0.00857356,10.97057932,chrome,mobile,3
0.006985475,18.91317447,safari,mobile,3
0.014139287,3.005476282,chrome,desktop,1
0.012437325,2.984659848,chrome,desktop,1
0.012785661,9.420577018,chrome,desktop,1
0.007111308,13.7649382,safari,mobile,3
0.007125558,7.095429085,chrome,mobile,2
0.005364788,11.30977386,safari,mobile,2
0.008481714,9.676861634,chrome,mobile,4
0.01231338,4.514546504,chrome,desktop,2
0.0127504,0.879134215,chrome,desktop,3
0.010015357,12.58263518,safari,desktop,2
0.009486857,23.31685203,chrome,mobile,2
0.012698903,2.630964379,chrome,desktop,1
0.012742954,8.528375916,chrome,desktop,1
0.01279658,2.270432354,chrome,desktop,1
0.007357219,31.80576705,safari,mobile,2
0.012924159,3.52664644,chrome,desktop,3
0.008739203,32.68299009,safari,mobile,1
0.005217759,12.26221291,safari,mobile,1
0.009589128,8.282388343,safari,desktop,3
0.007703778,4.042179793,chrome,mobile,3
0.011394558,11.42339808,safari,desktop,3
0.011436532,1.275370119,chrome,desktop,3
0.006531682,20.37000818,safari,mobile,2
0.008752899,6.533549039,chrome,mobile,3
0.007552447,12.46139294,chrome,mobile,3
0.009132973,15.05340633,chrome,mobile,3
0.007711155,7.917048892,chrome,mobile,2
0.009876512,18.24869081,chrome,mobile,2
0.012538627,2.137044193,chrome,desktop,3
0.007305734,32.22345429,safari,mobile,3
0.013011219,6.542784083,chrome,desktop,1
0.012254069,3.178741235,chrome,desktop,4
0.009052318,15.6745648,chrome,mobile,3
0.010337853,17.58036568,safari,desktop,1
0.009239592,15.90597821,chrome,mobile,2
0.009358827,8.066804598,chrome,mobile,1
0.007875046,20.29993839,safari,mobile,3
0.010751135,10.87739392,safari,desktop,2
0.013100133,3.270052845,chrome,desktop,1
0.007029279,5.872774562,chrome,mobile,1
0.011945088,3.723420788,chrome,desktop,3
0.015670471,13.47447683,chrome,desktop,2
0.012026918,8.87855425,safari,desktop,3
0.010862688,10.39626859,safari,desktop,3
0.007412805,21.65774241,safari,mobile,1
0.007431946,11.5831694,chrome,mobile,1
0.012970585,3.079640006,chrome,desktop,1
0.012838145,9.269637967,chrome,desktop,3
0.006036836,15.53050699,safari,mobile,3
0.012526745,1.443409287,chrome,desktop,3
0.01143995,6.589169295,safari,desktop,3
0.007998404,28.51312296,safari,mobile,3
0.009662792,9.257930361,chrome,mobile,3
0.010938467,8.680085069,safari,desktop,3
0.011721565,16.12015257,safari,desktop,2
0.013180824,4.782859554,chrome,desktop,3
0.009030601,12.24006703,chrome,mobile,3
0.012217652,1.239987637,chrome,desktop,2
0.006620845,19.39991213,safari,mobile,2
0.009324265,17.08129694,chrome,mobile,2
0.015279539,10.71168876,chrome,desktop,1
0.006602732,27.94616919,safari,mobile,1
0.011219774,3.361099973,chrome,desktop,3
0.010029608,10.42838984,safari,desktop,1
0.013032541,2.476268944,chrome,desktop,1
0.00973981,7.378511008,safari,desktop,3
0.007768806,10.29922813,chrome,mobile,2
0.006851789,9.986788871,safari,mobile,3
0.008180249,7.420713792,chrome,mobile,2
0.008653589,13.90831998,chrome,mobile,2
0.013359996,5.147606324,chrome,desktop,1
0.00566901,10.29765855,safari,mobile,1
0.013496821,5.393759243,chrome,desktop,2
0.011365614,2.125531245,chrome,desktop,2
0.008704432,5.664098585,chrome,mobile,3
0.014174841,10.16421187,chrome,desktop,2
0.009565835,9.812256216,chrome,mobile,3
0.013583025,1.007598959,chrome,desktop,4
0.013500249,4.954774017,chrome,desktop,3
0.006128143,7.359174887,safari,mobile,1
0.011374345,14.37162139,safari,desktop,2
0.011095129,10.87220716,safari,desktop,2
0.00687161,15.22762091,safari,mobile,4
0.006063269,13.49393102,safari,mobile,4
0.007552682,9.575155229,chrome,mobile,3
0.005663999,22.22057028,safari,mobile,2
0.013366273,3.356202307,chrome,desktop,2
0.008415935,6.152108179,safari,desktop,3
0.009432236,3.566229856,safari,desktop,3
0.012110402,0.863206176,chrome,desktop,1
0.009560929,7.668266276,chrome,mobile,2
0.01108915,5.501245482,safari,desktop,2
0.009224629,21.32657845,chrome,mobile,3
0.008670437,18.40324324,chrome,mobile,1
0.011403276,15.08490005,safari,desktop,2
0.006962998,20.09945659,safari,mobile,2
0.007358885,20.91634581,safari,mobile,2
0.010960571,11.6504619,safari,desktop,3
0.010719838,7.945863667,safari,desktop,2
0.010401078,16.68957242,chrome,mobile,3
0.010420353,7.286098943,safari,desktop,2
0.010456165,9.111384489,safari,desktop,3
0.007063258,13.98784099,chrome,mobile,1
0.008381651,24.03836713,safari,mobile,2
0.009923511,7.016775188,safari,desktop,2
0.006774873,19.7631353,safari,mobile,2
0.010473289,10.33853263,safari,desktop,4
0.007813163,11.32478141,chrome,mobile,1
0.008629554,23.41071899,safari,mobile,1
0.012609044,2.147676792,chrome,desktop,2
0.007268137,17.07952952,safari,mobile,3
0.010153794,7.540775472,safari,desktop,3
0.008510288,23.65457793,safari,mobile,3
0.008653995,10.91777445,safari,desktop,2
0.009938087,9.074035099,safari,desktop,3
0.01318376,9.74618119,chrome,desktop,2
0.006309766,16.63326185,safari,mobile,1
0.00868627,5.80637718,safari,desktop,3
0.008014348,10.53688676,chrome,mobile,1
0.014561701,9.01109059,chrome,desktop,1
0.014943227,7.315201779,chrome,desktop,3
0.012228119,2.059268457,chrome,desktop,2
0.005954597,13.83495974,safari,mobile,2
0.013061031,0.659232604,chrome,desktop,2
0.006328035,20.45428416,safari,mobile,4
0.008063142,21.49694128,safari,mobile,3
0.007083215,22.93639691,safari,mobile,3
0.011474402,14.89100306,safari,desktop,1
0.009512459,7.174918407,chrome,mobile,2
0.01275605,3.091002171,chrome,desktop,2
0.013488862,5.512222524,chrome,desktop,2
0.013764928,13.14314997,chrome,desktop,1
0.011571871,7.186324009,safari,desktop,2
0.00740485,23.17866426,safari,mobile,2
0.010538941,16.94275394,chrome,mobile,3
0.008577714,10.85634718,chrome,mobile,3
0.006449489,16.68684891,safari,mobile,1
0.009697582,13.47915239,chrome,mobile,1
0.008220295,5.839253064,chrome,mobile,3
0.01025187,10.24709681,chrome,mobile,1
0.006161447,30.92673491,safari,mobile,3
0.008768961,2.333684812,safari,desktop,3
0.005144285,12.11293724,safari,mobile,2
0.006451859,11.95777956,chrome,mobile,3
0.010610431,6.344162078,safari,desktop,3
0.007576305,6.364071807,chrome,mobile,3
0.007847092,5.922484011,chrome,mobile,1
0.006234674,22.5912199,safari,mobile,2
0.01213544,12.40581792,chrome,desktop,3
0.011184069,16.03970453,safari,desktop,2
0.007426187,31.36989175,safari,mobile,2
0.012376853,4.415425427,chrome,desktop,2
0.004510657,16.3110371,safari,mobile,3
0.00495422,15.94833536,safari,mobile,3
0.01248276,1.911335114,chrome,desktop,3
0.0087553,9.628333317,chrome,mobile,2
0.009288717,12.31761147,chrome,mobile,4
0.012536044,6.883368223,chrome,desktop,2
0.010357191,15.46244589,chrome,mobile,2
0.009100582,5.834692471,chrome,mobile,1
0.005871358,13.4964308,safari,mobile,2
0.01013758,6.18320777,safari,desktop,3
0.011948538,20.94322987,chrome,mobile,3
0.005103303,13.69897662,safari,mobile,2
0.01318889,2.544507486,chrome,desktop,2
0.007847192,15.76796761,chrome,mobile,1
0.009581313,10.36092918,chrome,mobile,2
0.010049406,9.826994325,safari,desktop,3
0.013387531,2.767666498,chrome,desktop,3
0.00850321,3.656338897,safari,desktop,3
0.00944044,9.490309732,chrome,mobile,3
0.012973756,2.485003291,chrome,desktop,3
0.009824009,3.861066418,safari,desktop,3
0.012246908,6.277538166,chrome,desktop,2
0.005947371,10.00476007,safari,mobile,2
0.009932459,6.306099673,safari,desktop,2
0.007322128,22.37374901,safari,mobile,3
0.006763721,10.27997169,chrome,mobile,2
0.008058891,35.87815984,safari,mobile,2
0.011393382,3.238192164,chrome,desktop,3
0.01417258,10.16458905,chrome,desktop,3
0.007230529,17.96266019,safari,mobile,4
0.008871695,15.73936171,chrome,mobile,3
0.012566296,3.846824419,chrome,desktop,1
0.009724157,17.49867691,chrome,mobile,2
0.012711687,5.551228944,chrome,desktop,1
0.007787225,14.47820679,chrome,mobile,3
0.010624979,4.403782351,chrome,desktop,3
0.010562977,5.199423886,safari,desktop,3
0.009071714,8.221312282,safari,desktop,3
0.011199779,4.656892492,chrome,desktop,1
0.014031261,3.240753844,chrome,desktop,4
0.008327323,13.52839249,chrome,mobile,1
0.012669499,7.328537398,chrome,desktop,1
0.010176798,11.23540382,chrome,mobile,1
0.005205544,13.6560756,safari,mobile,2
0.011869928,1.980974319,safari,desktop,2
0.01162081,9.241726298,safari,desktop,1
0.006424777,20.37434747,safari,mobile,2
0.006896011,26.07756828,safari,mobile,4
0.013665806,1.153676209,chrome,desktop,2
0.005980688,16.68705251,safari,mobile,3
0.006425954,22.27360942,safari,mobile,2
0.011569336,2.104634893,chrome,desktop,4
0.008747028,4.800195359,safari,desktop,4
0.009178109,15.77378933,safari,desktop,4
0.014952273,11.86490926,chrome,desktop,2
0.010030294,7.832966216,chrome,mobile,3
0.00551308,12.28913443,safari,mobile,2
0.00937479,4.722716924,safari,desktop,2
0.010544972,5.026552251,safari,desktop,2
0.003359949,9.770711383,safari,mobile,2
0.012542844,6.355991795,chrome,desktop,3
0.005924252,31.10068558,safari,mobile,3
0.008953895,10.19889529,safari,desktop,4
0.009666345,16.7071335,chrome,mobile,3
0.007565506,17.51849566,chrome,mobile,1
0.008482389,1.16096666,safari,desktop,3
0.010677442,4.217341988,safari,desktop,3
0.010058852,5.968998795,safari,desktop,3
0.007481935,20.41153158,safari,mobile,3
0.012568884,6.914022931,chrome,desktop,1
0.011296462,5.464207942,safari,desktop,2
0.00668925,27.17313832,safari,mobile,2
0.012215952,1.478369575,chrome,desktop,2
0.011901703,5.363940016,safari,desktop,3
0.009008244,10.29940115,chrome,mobile,3
0.008713496,11.03059805,safari,desktop,1
0.011029992,14.0551206,safari,desktop,1
0.008613416,18.18111954,chrome,mobile,3
0.012771963,3.201187657,chrome,desktop,3
0.010249741,6.156595607,safari,desktop,2
0.007344277,26.25461151,safari,mobile,3
0.008482151,8.973384147,chrome,mobile,4
0.009176314,16.82079462,chrome,mobile,3
0.01191864,2.788660423,chrome,desktop,2
0.012937409,9.084681588,chrome,desktop,3
0.013693525,3.264700168,chrome,desktop,2
0.013802765,5.144734415,chrome,desktop,4
0.011286497,0.796301688,chrome,desktop,2
0.012535815,6.188258206,chrome,desktop,3
0.011681872,17.11233647,safari,desktop,3
0.005307156,5.046173747,chrome,mobile,4
0.012138616,2.786750147,chrome,desktop,1
0.011494951,2.433440164,chrome,desktop,1
0.008852089,13.38167316,chrome,mobile,4
0.012969748,4.66197852,chrome,desktop,1
0.008210909,39.61732083,safari,mobile,1
0.009189247,6.44646917,chrome,mobile,2
0.01279916,2.904957981,chrome,desktop,3
